,boiling temperature,melting temperature,density,viscosity,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState10,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation2,fr_Nhpyrrole,fr_aldehyde,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_halogen,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_thiophene,fr_unbrch_alkane
0,0.2669428841985461,0.27433692746264765,0.03929273084479371,0.06830113136528577,0.18459506031016654,0.6004897715394953,0.18459506031016654,0.22583333333333327,0.4520411032049542,0.17651857299716162,0.16799805834551856,0.1767042767975271,0.18987341772151906,0.3891400624341363,0.9486832771315753,0.036821225888026186,0.12143620108329267,0.3,0.31746031746031744,0.3157894736842105,0.49865626258910845,0.027422817377726564,0.2495408876328446,0.22573965824650824,0.21717768382540945,0.2297916763748544,0.23281640856509636,0.2328164085650963,0.18772566405614136,0.1877256640561413,0.15551318937061273,0.1555131893706128,0.1202798374929238,0.1202798374929238,0.5859872611464967,5.251182839316435e-05,0.17689699454259789,0.6462518943371597,0.011240116521015408,0.1951405454806824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4041129427125835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2899297423887587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2899297423887586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18385641321989893,0.0,0.0,0.363327348352673,0.0,0.02900673893934957,0.023881826136188167,0.3780324922897592,1.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714288,0.0,0.0,0.0,0.0,0.5920323936214619,0.22337842584288398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
1,0.38662932554504964,0.2900869743631449,0.06286836935166999,0.08832044799522165,0.18574382538770828,0.6010153800209048,0.18574382538770828,0.22685185185185183,0.47298476107759796,0.2128436470612607,0.20398758299973627,0.2130722972698023,0.2278481012658229,0.3894146989292233,0.9486832785222779,0.036821224476074235,0.1208583109522124,0.2285714285714285,0.30612244897959173,0.3609022556390977,0.5217612298764532,0.043920569299348386,0.28608530453501957,0.2626172672551616,0.2526565791676384,0.26921769499988113,0.27276138918887566,0.27276138918887566,0.226604922084916,0.22660492208491595,0.19613383704218693,0.196133837042187,0.16280518185855497,0.162805181858555,0.5859872611464967,8.885198756071485e-05,0.21199560457089114,0.6664220533364468,0.011448189762796516,0.23198077113269777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4697513737011043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33702185792349715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3370218579234971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22982051652487367,0.0,0.0,0.363327348352673,0.0,0.02900673893934957,0.023881826136188167,0.40950484470239673,1.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1904761904761905,0.0,0.0,0.0,0.0,0.6463139732279519,0.26273917387612533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669
2,0.4919867672771513,0.4523970225706853,0.08153241650294689,0.10111957811305097,0.18658781605692254,0.6013323053575619,0.18658781605692254,0.2274659863945578,0.4797289809850151,0.24916872112535982,0.23997710765395394,0.24944031774207762,0.26582278481012667,0.38942544823788855,0.9486832785275947,0.036821224470676234,0.12083569225620996,0.175,0.23809523809523808,0.27631578947368407,0.5393675501716213,0.057175545896684346,0.32262972143719454,0.29949487626381505,0.2881354745098674,0.3086437136249079,0.31270636981265504,0.3127063698126549,0.26548418011369057,0.2654841801136905,0.2367544847137611,0.2367544847137612,0.2053305262241861,0.20533052622418616,0.5859872611464967,0.00015388405548486122,0.24709421459918435,0.6865922123357339,0.011448189762796516,0.26882099678471316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5353898046896252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38411397345823567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38411397345823567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2757846198298484,0.0,0.0,0.363327348352673,0.0,0.02900673893934957,0.023881826136188167,0.4409771971150343,1.0,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23809523809523808,0.0,0.0,0.0,0.0,0.7005955528344417,0.3020999219093668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
3,0.3134946776182883,0.6983653145464477,0.15618860510805505,0.14417591863248094,0.12406662837449746,0.6129610273256682,0.12406662837449746,0.24999999999999997,0.38831421444526965,0.17129783090596437,0.16799805834551856,0.17147403756796872,0.17721518987341778,0.3894365721352321,0.960941434630601,0.024375768697632853,0.12081228535068567,0.0,0.0,0.0,0.4263673215429831,0.03544347729277383,0.21926650141304974,0.1951892466479553,0.18778600456787573,0.2365561117501605,0.2396698837426759,0.2396698837426758,0.23327554817264762,0.23327554817264756,0.24372388602944503,0.24372388602944517,0.255152066193787,0.25515206619378705,0.5859872611464967,8.607418007515279e-05,0.11254954282406027,0.5902236748946955,0.010928006658343746,0.18931880413600785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3938305859311246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2825526932084309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28255269320843096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2757846198298484,0.0,0.0,0.0,0.0,0.02900673893934957,0.023881826136188167,0.3570509240146676,1.0,0.19230769230769232,0.0,0.0,0.5000000000000001,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,0.0,0.5,0.33333333333333326,0.5578020204269053,0.2053561989981207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.3134946776182883,0.6949739519931384,0.25442043222003924,0.12678882525224994,0.16542217116599658,0.6559653576228162,0.16542217116599658,0.33333333333333326,0.42016689783608785,0.1556356046323726,0.16799805834551856,0.15578331987929364,0.13924050632911397,0.3796924938085099,0.951843952734827,0.03361225643922317,0.1413157756086055,0.0,0.0,0.0,0.6395509823144749,0.16444779166813153,0.21926650141304974,0.15458624260616502,0.14872301296663742,0.2365561117501605,0.15977992249511733,0.15977992249511727,0.12697912499800532,0.1269791249980053,0.1083217271241979,0.10832172712419794,0.09259146207283209,0.0925914620728321,0.33757961783439466,8.607418007515279e-05,0.08604673031687238,0.5777897242551352,0.010884560888487322,0.1770093261846053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3720895918545664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8569480558633966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9861133051168958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8607618350247321,0.0,0.0,0.02900673893934957,0.023881826136188167,0.41999562883994257,0.0,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333326,0.46679932095845017,0.1946144743886592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.4357428587967355,0.26902824566172223,0.24263261296660113,0.110725175119073,0.1723147616312465,0.5976307799512219,0.1723147616312465,0.22029320987654322,0.445536387764057,0.1919606786964717,0.20398758299973627,0.1921513403515689,0.17721518987341778,0.40414787284702186,0.9518637309772258,0.03359217599327569,0.08985676542241162,0.3999999999999999,0.510204081632653,0.5639097744360902,0.6441270356210492,0.29700204719029727,0.2642420859755705,0.20270502314970476,0.1950167186811086,0.2676117382464302,0.1925894195856843,0.19258941958568426,0.1819626989973014,0.18196269899730133,0.1528076842510724,0.15280768425107247,0.12854977332240136,0.12854977332240133,0.33757961783439466,0.00011809675486024167,0.12006433204083612,0.5813702623058172,0.010931987529381149,0.2138495518366206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3669484134638369,0.16373579854238415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050780640124902396,0.0,0.8451075665747183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4013988989364844,0.04080392133670822,0.8217610875974131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03982653219698754,0.0,0.4303809175123661,0.49999999999999994,0.0,0.02900673893934957,0.023881826136188167,0.45496490929842875,0.14285714285714282,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333326,0.5097153034814791,0.23499824381327783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.5585150069260929,0.6775942016814661,0.2554027504911591,0.13161659191935252,0.1753781351713575,0.6016126623861431,0.1753781351713575,0.22800925925925927,0.4721188434290445,0.2282857527605708,0.23997710765395394,0.2285193608238442,0.2151898734177216,0.4044338418596244,0.9521315963818883,0.033320217713511444,0.08925502940722772,0.32499999999999996,0.35714285714285715,0.3947368421052631,0.6683012530002733,0.3568351009897624,0.3092176705380911,0.25082380369324453,0.2413104243955797,0.29999497697055677,0.2258769034388337,0.22587690343883368,0.22920000874666588,0.22920000874666585,0.23163025298541465,0.2316302529854148,0.15941359401334532,0.15941359401334537,0.33757961783439466,0.00018139733078163206,0.15438138204854754,0.5856152471915459,0.010916563399002242,0.250689777488636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2480597279030443,0.5906058398707392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1015612802498048,0.0,0.8332670772860404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8027977978729689,0.08160784267341643,0.6574088700779305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07965306439397507,0.0,0.0,1.0,0.0,0.02900673893934957,0.023881826136188167,0.4899341897569148,0.24999999999999986,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333326,0.5526312860045081,0.27538201323789646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.5372016965433443,0.6773842644280236,0.23968565815324172,0.10959827787879832,0.1792073520964963,0.5990244388034444,0.1792073520964963,0.22299382716049382,0.4721188434290445,0.2282857527605708,0.23997710765395394,0.2285193608238442,0.2151898734177216,0.4041586591924169,0.9523795937772109,0.03306843101823821,0.08983406879371997,0.3999999999999999,0.47619047619047616,0.513157894736842,0.6561069187781546,0.365404731420302,0.3092176705380911,0.25082380369324453,0.2413104243955797,0.2986673647426999,0.22539891667625128,0.22539891667625123,0.23732613512148498,0.2373261351214849,0.19068555739306983,0.19068555739306992,0.19413539229065732,0.19413539229065732,0.33757961783439466,0.00016027184601060415,0.15438138204854754,0.5856152471915459,0.010937737952911189,0.25068977748863597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3618072350731074,0.3274715970847683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1015612802498048,0.0,0.8332670772860404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8027977978729689,0.08160784267341643,0.6574088700779305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07965306439397507,0.0,0.0,1.0,0.0,0.02900673893934957,0.023881826136188167,0.4899341897569148,0.24999999999999986,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333326,0.5526312860045081,0.27538201323789646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.5372016965433443,0.7184626979283584,0.23673870333988206,0.11710969804154495,0.1753781351713575,0.5982758449056791,0.1753781351713575,0.2215432098765432,0.4721188434290445,0.2282857527605708,0.23997710765395394,0.2285193608238442,0.2151898734177216,0.4041482340582638,0.9550981933666977,0.030308292325986357,0.08985600536169278,0.2499999999999999,0.23809523809523808,0.27631578947368407,0.6464699714457,0.3174148010092805,0.3092176705380911,0.2508238036932446,0.24131042439557973,0.2986673647426999,0.22539891667625128,0.22539891667625123,0.23694627299659748,0.23694627299659743,0.19794173721948816,0.19794173721948827,0.15321114214123727,0.15321114214123727,0.33757961783439466,0.0001771527512291166,0.15438138204854754,0.5856152471915459,0.010937737952911189,0.25068977748863597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3618072350731074,0.3274715970847683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1015612802498048,0.0,0.8332670772860404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8027977978729689,0.08160784267341643,0.6574088700779305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07965306439397507,0.0,0.0,1.0,0.0,0.02900673893934957,0.023881826136188167,0.4899341897569148,0.24999999999999986,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333326,0.5526312860045081,0.27538201323789646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.5300280847795528,0.6709257290757439,0.24263261296660113,0.11900901938337126,0.1788244304039824,0.5819740182171121,0.1788244304039824,0.18995370370370368,0.5332771578235387,0.22828575276057073,0.23997710765395394,0.2285193608238442,0.2151898734177216,0.4139657123667265,0.9518640802831465,0.03359182135010164,0.0691980668573521,0.475,0.5952380952380952,0.6907894736842105,0.6037544259258981,0.3230963174118785,0.30078650287774544,0.23958263215835815,0.23049561402333757,0.3100345129707757,0.23738053898222383,0.23738053898222378,0.20224629470468528,0.20224629470468522,0.20327757446647324,0.20327757446647335,0.1716905267959985,0.1716905267959985,0.33757961783439466,0.00022861954431418623,0.15438138204854754,0.5959948734446219,0.010937737952911189,0.25068977748863597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38085426925805566,0.28340973549089976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09787275565964088,0.0,0.8451075665747183,0.0,0.0,0.0,0.0,0.0,0.0,0.44819556854342396,0.0,0.0915845614616106,0.8217610875974131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2429596009666027,0.03982653219698754,0.0,0.14346030583745537,0.8183363258236637,0.0,0.02900673893934957,0.023881826136188167,0.4864372617110662,0.24999999999999986,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.04761904761904763,0.0,0.0,0.0,0.33333333333333326,0.5450560765869811,0.2745635961247947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
